,qkey,attribute,group,D_H,R_H
76,POLINTOL2_a_W92,Overall,Overall,[0.35867308 0.30910907 0.21755805 0.11465979],0.015811687217696782
0,PROG_RNEED_W92,CREGION,Midwest,[0.46565574 0.36607348 0.16827078],0.007046575907610913
1,PROG_RNEED_W92,CREGION,Northeast,[0.55400828 0.31771051 0.12828122],0.00775653638018748
2,PROG_RNEED_W92,CREGION,South,[0.49979618 0.34232154 0.15788228],0.01035720353874458
3,PROG_RNEED_W92,CREGION,West,[0.51891446 0.33422813 0.14685741],0.010588337387288212
4,FREECOLL_W92,CREGION,Midwest,[0.284389   0.28239545 0.1815915  0.25162405],0.0024799547964189394
5,FREECOLL_W92,CREGION,Northeast,[0.38283034 0.28491014 0.15113911 0.18112041],0.01016755454726123
6,FREECOLL_W92,CREGION,South,[0.35076778 0.29663043 0.15438153 0.19822027],0.004577926366163428
7,FREECOLL_W92,CREGION,West,[0.36709895 0.27988072 0.16215646 0.19086387],0.0019893580465301787
8,LEGALIMMIGAMT_W92,CREGION,Midwest,[0.08573496 0.18129114 0.44013762 0.14961993 0.14321634],0.02139424255256126
9,LEGALIMMIGAMT_W92,CREGION,Northeast,[0.13219733 0.16914749 0.45638046 0.1254258  0.11684892],0.02447370109653359
10,LEGALIMMIGAMT_W92,CREGION,South,[0.10367828 0.15924115 0.45751741 0.13804022 0.14152294],0.035996540930704236
11,LEGALIMMIGAMT_W92,CREGION,West,[0.12104789 0.20623128 0.44219818 0.12456712 0.10595553],0.020074794086888663
12,GOODEVIL_W92,CREGION,Midwest,[0.51306657 0.48693343],0.014261534243102357
13,GOODEVIL_W92,CREGION,Northeast,[0.45094157 0.54905843],0.007501755942530073
14,GOODEVIL_W92,CREGION,South,[0.51254153 0.48745847],0.020603758271775657
15,GOODEVIL_W92,CREGION,West,[0.4558964 0.5441036],0.018590213737792113
16,PPLRESP_W92,CREGION,Midwest,[0.41337931 0.58662069],0.027787947635384874
17,PPLRESP_W92,CREGION,Northeast,[0.38997858 0.61002142],0.02710975095371481
18,PPLRESP_W92,CREGION,South,[0.44734133 0.55265867],0.03243631574379295
19,PPLRESP_W92,CREGION,West,[0.36098522 0.63901478],0.028258523558120696
20,ELECT_IMPT3_PRVFR_W92,CREGION,Midwest,[0.6218989  0.22135855 0.09741806 0.05932449],0.014351039374025478
21,ELECT_IMPT3_PRVFR_W92,CREGION,Northeast,[0.59536712 0.20902977 0.11762327 0.07797984],0.01202849429762654
22,ELECT_IMPT3_PRVFR_W92,CREGION,South,[0.6077351  0.22385014 0.10514692 0.06326784],0.02021416402909383
23,ELECT_IMPT3_PRVFR_W92,CREGION,West,[0.56784336 0.23600058 0.14066671 0.05548935],0.017515985464102893
24,NOGOVTHC_W92,CREGION,Midwest,[0.21801599 0.78198401],0.007623758168691234
25,NOGOVTHC_W92,CREGION,Northeast,[0.21676338 0.78323662],0.0012719413946171755
26,NOGOVTHC_W92,CREGION,South,[0.18198923 0.81801077],0.008087713822647313
27,NOGOVTHC_W92,CREGION,West,[0.1784361 0.8215639],0.008646094200814674
28,SNGLPYER_W92,CREGION,Midwest,[0.51799321 0.48200679],0.015533493045246146
29,SNGLPYER_W92,CREGION,Northeast,[0.53113432 0.46886568],0.014273303697688478
30,SNGLPYER_W92,CREGION,South,[0.48856829 0.51143171],0.022797968447696854
31,SNGLPYER_W92,CREGION,West,[0.56985194 0.43014806],0.005040905763546344
32,MARRFAM_W92,CREGION,Midwest,[0.3506619 0.6493381],0.009635375119124682
33,MARRFAM_W92,CREGION,Northeast,[0.30521707 0.69478293],0.021065116594785164
34,MARRFAM_W92,CREGION,South,[0.36912093 0.63087907],0.029454175176590273
35,MARRFAM_W92,CREGION,West,[0.3432373 0.6567627],0.0281898861114274
36,SOCIETY_TRANS_W92,CREGION,Midwest,[0.1986606  0.14955874 0.29212181 0.16664035 0.19301849],0.0043733242373644
37,SOCIETY_TRANS_W92,CREGION,Northeast,[0.27616216 0.201732   0.26270203 0.10665277 0.15275103],0.012204155033776556
38,SOCIETY_TRANS_W92,CREGION,South,[0.20728458 0.12633311 0.31174252 0.14309078 0.21154901],0.018430525254105518
39,SOCIETY_TRANS_W92,CREGION,West,[0.26478237 0.16366902 0.28154367 0.13179139 0.15821355],0.013064793782436128
40,WHADVANT_W92,CREGION,Midwest,[0.24899206 0.27088297 0.29853759 0.18158738],0.007616837740846668
41,WHADVANT_W92,CREGION,Northeast,[0.33470843 0.27443925 0.24224398 0.14860834],0.014979402204686994
42,WHADVANT_W92,CREGION,South,[0.31960533 0.26014033 0.22892832 0.19132601],0.020615488547808467
43,WHADVANT_W92,CREGION,West,[0.33995198 0.28175063 0.21992546 0.15837193],0.007116532575619496
44,SUPERPWR_W92,CREGION,Midwest,[0.63431522 0.36568478],0.03873618313969782
45,SUPERPWR_W92,CREGION,Northeast,[0.58868845 0.41131155],0.03966394818951322
46,SUPERPWR_W92,CREGION,South,[0.66464759 0.33535241],0.043293284164320836
47,SUPERPWR_W92,CREGION,West,[0.59124356 0.40875644],0.045308884146003925
48,GOVWASTE_W92,CREGION,Midwest,[0.56788816 0.43211184],0.016088714154964476
49,GOVWASTE_W92,CREGION,Northeast,[0.55178802 0.44821198],0.01851297819881516
50,GOVWASTE_W92,CREGION,South,[0.54688302 0.45311698],0.02894594001896044
51,GOVWASTE_W92,CREGION,West,[0.52478171 0.47521829],0.02739516351388766
52,GOVSIZE3_W92,CREGION,Midwest,[0.65439674 0.34560326],0.0012410215800059072
53,GOVSIZE3_W92,CREGION,Northeast,[0.55654018 0.44345982],0.005805908165685508
54,GOVSIZE3_W92,CREGION,South,[0.57051824 0.42948176],0.008103820008771228
55,GOVSIZE3_W92,CREGION,West,[0.54884984 0.45115016],0.013474685972698457
56,ELITEUNDMOD_W92,CREGION,Midwest,[0.01579651 0.18234781 0.46298934 0.33886634],0.010210557404676935
57,ELITEUNDMOD_W92,CREGION,Northeast,[0.03088771 0.18147575 0.43849756 0.34913898],0.006975484012024887
58,ELITEUNDMOD_W92,CREGION,South,[0.02976038 0.21048614 0.43468458 0.3250689 ],0.007676722336015273
59,ELITEUNDMOD_W92,CREGION,West,[0.0243135  0.20504959 0.43789398 0.33274293],0.0036323293674773815
60,SOCIETY_RELG_W92,CREGION,Midwest,[0.09464765 0.09955314 0.31960575 0.28235506 0.2038384 ],0.00823687219701011
61,SOCIETY_RELG_W92,CREGION,Northeast,[0.13048205 0.12722433 0.34844758 0.23086259 0.16298345],0.012710395246161629
62,SOCIETY_RELG_W92,CREGION,South,[0.09145079 0.09433483 0.37401767 0.23965121 0.2005455 ],0.017813416268183533
63,SOCIETY_RELG_W92,CREGION,West,[0.13920953 0.12811783 0.34698624 0.22200265 0.16368375],0.01851877903938646
64,BUSPROFIT_W92,CREGION,Midwest,[0.64766598 0.35233402],0.01174210945338338
65,BUSPROFIT_W92,CREGION,Northeast,[0.66056342 0.33943658],0.0208283446742925
66,BUSPROFIT_W92,CREGION,South,[0.62235899 0.37764101],0.02446976521998732
67,BUSPROFIT_W92,CREGION,West,[0.68715022 0.31284978],0.022762279756402513
68,INSTN_MSCENT_W92,CREGION,Midwest,[0.30281863 0.69718137],0.011945179561630008
69,INSTN_MSCENT_W92,CREGION,Northeast,[0.37898215 0.62101785],0.023633183632876784
70,INSTN_MSCENT_W92,CREGION,South,[0.35406567 0.64593433],0.014484382393331814
71,INSTN_MSCENT_W92,CREGION,West,[0.34847438 0.65152562],0.01553878679957974
72,GOVSIZE2_W92,CREGION,Midwest,[0.27693256 0.72306744],0.011233220642259378
73,GOVSIZE2_W92,CREGION,Northeast,[0.24827728 0.75172272],0.0037416122427485566
74,GOVSIZE2_W92,CREGION,South,[0.2492988 0.7507012],0.009353437627957517
75,GOVSIZE2_W92,CREGION,West,[0.29122028 0.70877972],0.021407901377309142
76,PAR2CHILD_W92,CREGION,Midwest,[0.57275518 0.42724482],0.01289742229060051
77,PAR2CHILD_W92,CREGION,Northeast,[0.52652507 0.47347493],0.015880708308151786
78,PAR2CHILD_W92,CREGION,South,[0.55343809 0.44656191],0.01013605256749128
79,PAR2CHILD_W92,CREGION,West,[0.61531017 0.38468983],0.0035305520134644303
80,IL_IMM_PRI_W92,CREGION,Midwest,[0.32246052 0.26001027 0.4175292 ],0.005341294166029781
81,IL_IMM_PRI_W92,CREGION,Northeast,[0.26682593 0.32421727 0.4089568 ],0.006551521362071637
82,IL_IMM_PRI_W92,CREGION,South,[0.29740832 0.28759362 0.41499806],0.0044514341765867806
83,IL_IMM_PRI_W92,CREGION,West,[0.25653757 0.31587437 0.42758806],0.0052823798677489354
84,OPENIDEN_W92,CREGION,Midwest,[0.63265842 0.36734158],0.01959388849378497
85,OPENIDEN_W92,CREGION,Northeast,[0.70165372 0.29834628],0.015216340594950232
86,OPENIDEN_W92,CREGION,South,[0.65798603 0.34201397],0.01827184530444144
87,OPENIDEN_W92,CREGION,West,[0.73058341 0.26941659],0.029157829119796867
88,GOVTHC_W92,CREGION,Midwest,[0.57672054 0.42327946],0.014247494813100177
89,GOVTHC_W92,CREGION,Northeast,[0.70372342 0.29627658],0.012682020289077413
90,GOVTHC_W92,CREGION,South,[0.60961967 0.39038033],0.006794556528826971
91,GOVTHC_W92,CREGION,West,[0.63717957 0.36282043],0.006467692140837143
92,PROBOFF_a_W92,CREGION,Midwest,[0.67840843 0.27250027 0.0490913 ],0.0034510308759172735
93,PROBOFF_a_W92,CREGION,Northeast,[0.62492801 0.29737442 0.07769758],0.003545223583575144
94,PROBOFF_a_W92,CREGION,South,[0.66636421 0.27974598 0.05388981],0.008851091409235654
95,PROBOFF_a_W92,CREGION,West,[0.6578458  0.29121578 0.05093842],0.011245212912714988
96,VTRS_VALS_W92,CREGION,Midwest,[0.4500207 0.5499793],0.026623459768648893
97,VTRS_VALS_W92,CREGION,Northeast,[0.44607369 0.55392631],0.015577608974307404
98,VTRS_VALS_W92,CREGION,South,[0.43377768 0.56622232],0.023563367911741635
99,VTRS_VALS_W92,CREGION,West,[0.46125487 0.53874513],0.02745032154601151
100,REPRSNTREP_W92,CREGION,Midwest,[0.09008789 0.3861385  0.25464744 0.26912618],0.021319467566595588
101,REPRSNTREP_W92,CREGION,Northeast,[0.10044683 0.28999674 0.25728946 0.35226697],0.01899212068750829
102,REPRSNTREP_W92,CREGION,South,[0.10632668 0.33886724 0.28122389 0.27358219],0.03731581297953804
103,REPRSNTREP_W92,CREGION,West,[0.05679008 0.32535228 0.29196725 0.32589039],0.035657441285145114
104,DIFFPARTY_W92,CREGION,Midwest,[0.5741731  0.33399769 0.09182921],0.00940680046419087
105,DIFFPARTY_W92,CREGION,Northeast,[0.62425138 0.27668712 0.09906149],0.005402161879667328
106,DIFFPARTY_W92,CREGION,South,[0.59316936 0.31271959 0.09411106],0.005307611704072321
107,DIFFPARTY_W92,CREGION,West,[0.58748469 0.32386935 0.08864596],0.007273559469716456
108,COMPROMISEVAL_W92,CREGION,Midwest,[0.2617899 0.7382101],0.019286600230802028
109,COMPROMISEVAL_W92,CREGION,Northeast,[0.24706393 0.75293607],0.024633525722928457
110,COMPROMISEVAL_W92,CREGION,South,[0.30260537 0.69739463],0.02815585921139807
111,COMPROMISEVAL_W92,CREGION,West,[0.23768474 0.76231526],0.029211313281083333
112,SOCIETY_WHT_W92,CREGION,Midwest,[0.04937566 0.08423151 0.62387663 0.14732994 0.09518626],0.007937703766164544
113,SOCIETY_WHT_W92,CREGION,Northeast,[0.080894   0.08770708 0.61944635 0.1222372  0.08971538],0.011157499289992252
114,SOCIETY_WHT_W92,CREGION,South,[0.06086117 0.07622145 0.60353691 0.15103395 0.10834653],0.014768692179840165
115,SOCIETY_WHT_W92,CREGION,West,[0.08160967 0.09700963 0.6448568  0.11220062 0.06432329],0.019888772114259427
116,INSTN_K12_W92,CREGION,Midwest,[0.60989701 0.39010299],0.011044100438086577
117,INSTN_K12_W92,CREGION,Northeast,[0.59945669 0.40054331],0.016833809328760514
118,INSTN_K12_W92,CREGION,South,[0.61621068 0.38378932],0.0160903897832588
119,INSTN_K12_W92,CREGION,West,[0.62693693 0.37306307],0.00710166814584968
120,VTRGHTPRIV1_W92,CREGION,Midwest,[0.5482095 0.4517905],0.0170948265388461
121,VTRGHTPRIV1_W92,CREGION,Northeast,[0.63074698 0.36925302],0.010459818523957073
122,VTRGHTPRIV1_W92,CREGION,South,[0.5541697 0.4458303],0.01120141345965156
123,VTRGHTPRIV1_W92,CREGION,West,[0.59373479 0.40626521],0.010844458658489214
124,SOCIETY_RHIST_W92,CREGION,Midwest,[0.25321398 0.21903863 0.25236638 0.1513296  0.12405142],0.0019882909748853454
125,SOCIETY_RHIST_W92,CREGION,Northeast,[0.32899191 0.23122845 0.20212836 0.13226392 0.10538736],0.007076595310550858
126,SOCIETY_RHIST_W92,CREGION,South,[0.28977253 0.22558338 0.20754036 0.15311252 0.1239912 ],0.01294191480986667
127,SOCIETY_RHIST_W92,CREGION,West,[0.33347678 0.25412642 0.17535544 0.13732378 0.09971758],0.014325091551040545
128,PROG_RRETRO_W92,CREGION,Midwest,[0.46829912 0.45530691 0.07639397],0.007260125677272185
129,PROG_RRETRO_W92,CREGION,Northeast,[0.49223085 0.4322815  0.07548765],0.0022052553187748582
130,PROG_RRETRO_W92,CREGION,South,[0.47406174 0.46544498 0.06049327],0.011934058194374179
131,PROG_RRETRO_W92,CREGION,West,[0.48475436 0.4464856  0.06876004],0.004085255010982154
132,BILLION_W92,CREGION,Midwest,[0.13395095 0.27528881 0.59076024],0.00517485961340183
133,BILLION_W92,CREGION,Northeast,[0.12633028 0.33448267 0.53918705],0.007157840452665562
134,BILLION_W92,CREGION,South,[0.16756101 0.24920267 0.58323633],0.013517497025972972
135,BILLION_W92,CREGION,West,[0.14340283 0.34679336 0.50980381],0.007438994616186387
136,CANMTCHPOL_W92,CREGION,Midwest,[0.60038043 0.39961957],0.01711599667448991
137,CANMTCHPOL_W92,CREGION,Northeast,[0.59394932 0.40605068],0.020644550980318584
138,CANMTCHPOL_W92,CREGION,South,[0.62458229 0.37541771],0.032296056529481025
139,CANMTCHPOL_W92,CREGION,West,[0.61154465 0.38845535],0.028222261523151982
140,GOVPROTCT_W92,CREGION,Midwest,[0.4062647 0.5937353],0.017651341495155407
141,GOVPROTCT_W92,CREGION,Northeast,[0.36317638 0.63682362],0.018317305045234357
142,GOVPROTCT_W92,CREGION,South,[0.39139074 0.60860926],0.016932729642031564
143,GOVPROTCT_W92,CREGION,West,[0.37422262 0.62577738],0.023294355305173934
144,ECONFAIR_W92,CREGION,Midwest,[0.71896356 0.28103644],0.010157309249953077
145,ECONFAIR_W92,CREGION,Northeast,[0.75118461 0.24881539],0.013473019574312324
146,ECONFAIR_W92,CREGION,South,[0.6929711 0.3070289],0.013843755302156169
147,ECONFAIR_W92,CREGION,West,[0.73538938 0.26461062],0.018240767441277946
148,CRIM_SENT2_W92,CREGION,Midwest,[0.2455017  0.37001856 0.38447974],0.03193830657819681
149,CRIM_SENT2_W92,CREGION,Northeast,[0.32049888 0.29711907 0.38238206],0.04261251681684944
150,CRIM_SENT2_W92,CREGION,South,[0.29510105 0.3140922  0.39080676],0.02676769120635494
151,CRIM_SENT2_W92,CREGION,West,[0.29015394 0.34320408 0.36664199],0.02515224931730476
152,PEACESTR_W92,CREGION,Midwest,[0.32012218 0.67987782],0.013265745983920036
153,PEACESTR_W92,CREGION,Northeast,[0.26718111 0.73281889],0.020403150651511215
154,PEACESTR_W92,CREGION,South,[0.3113332 0.6886668],0.022520373146707975
155,PEACESTR_W92,CREGION,West,[0.26206947 0.73793053],0.02121447386856738
156,INSTN_CHR_W92,CREGION,Midwest,[0.659047 0.340953],0.021159007941881428
157,INSTN_CHR_W92,CREGION,Northeast,[0.57478292 0.42521708],0.03719290763637341
158,INSTN_CHR_W92,CREGION,South,[0.68816287 0.31183713],0.02942774214867632
159,INSTN_CHR_W92,CREGION,West,[0.59562895 0.40437105],0.0185834598691309
160,CANDEXP_W92,CREGION,Midwest,[0.24587202 0.42445133 0.22973244 0.09994422],0.008904725087528346
161,CANDEXP_W92,CREGION,Northeast,[0.27208435 0.39073357 0.24369745 0.09348463],0.01710438085948702
162,CANDEXP_W92,CREGION,South,[0.29959374 0.38285118 0.20957265 0.10798243],0.01404865717220628
163,CANDEXP_W92,CREGION,West,[0.28396994 0.38904044 0.22418363 0.10280598],0.0057143902165224135
164,RELIG_GOV_W92,CREGION,Midwest,[0.70292794 0.29707206],0.010211660819481563
165,RELIG_GOV_W92,CREGION,Northeast,[0.76480265 0.23519735],0.013029526664878444
166,RELIG_GOV_W92,CREGION,South,[0.68457139 0.31542861],0.017443525301421563
167,RELIG_GOV_W92,CREGION,West,[0.78673972 0.21326028],0.015916261945220604
168,GODMORALIMP_W92,CREGION,Midwest,[0.18151173 0.36281978 0.18695677 0.26871171],0.01957720499866144
169,GODMORALIMP_W92,CREGION,Northeast,[0.16364193 0.32001131 0.16814237 0.34820439],0.014564160690783978
170,GODMORALIMP_W92,CREGION,South,[0.25645115 0.36755234 0.14817557 0.22782095],0.013992016471426711
171,GODMORALIMP_W92,CREGION,West,[0.15022472 0.32798566 0.16060408 0.36118554],0.013581844920294524
172,SOCIETY_GUNS_W92,CREGION,Midwest,[0.1142926  0.10537283 0.28485465 0.21502916 0.28045075],0.002324100376062321
173,SOCIETY_GUNS_W92,CREGION,Northeast,[0.06036287 0.10992817 0.21182046 0.19340315 0.42448534],0.00708508947601444
174,SOCIETY_GUNS_W92,CREGION,South,[0.10309257 0.11854015 0.27735832 0.20391986 0.29708909],0.009137876584009146
175,SOCIETY_GUNS_W92,CREGION,West,[0.09292076 0.12306442 0.24748243 0.1862554  0.35027699],0.006744606355304896
176,POL1JB_W92,CREGION,Midwest,[0.49895359 0.50104641],0.030396410040120583
177,POL1JB_W92,CREGION,Northeast,[0.59299674 0.40700326],0.011183052654875705
178,POL1JB_W92,CREGION,South,[0.56132407 0.43867593],0.01190341359675394
179,POL1JB_W92,CREGION,West,[0.59602861 0.40397139],0.013773678010188072
180,ELECT_CONF3_PRVFR_W92,CREGION,Midwest,[0.23182995 0.3180277  0.27196845 0.1781739 ],0.022435464951199764
181,ELECT_CONF3_PRVFR_W92,CREGION,Northeast,[0.26438404 0.33519083 0.21908543 0.1813397 ],0.010249497872039074
182,ELECT_CONF3_PRVFR_W92,CREGION,South,[0.24980476 0.31142451 0.25810667 0.18066406],0.02087516415489305
183,ELECT_CONF3_PRVFR_W92,CREGION,West,[0.25929503 0.32220787 0.23548444 0.18301266],0.01995880788637226
184,LIFEFIFTY_W92,CREGION,Midwest,[0.34086196 0.46410658 0.19503146],0.009300922943527112
185,LIFEFIFTY_W92,CREGION,Northeast,[0.3668813  0.45237676 0.18074194],0.006781046158317421
186,LIFEFIFTY_W92,CREGION,South,[0.36057263 0.42963956 0.20978782],0.00819101139824989
187,LIFEFIFTY_W92,CREGION,West,[0.39121281 0.41616301 0.19262418],0.006047623430068543
188,INSTN_LGECRP_W92,CREGION,Midwest,[0.29104667 0.70895333],0.017104965439882536
189,INSTN_LGECRP_W92,CREGION,Northeast,[0.27053202 0.72946798],0.032150688963251156
190,INSTN_LGECRP_W92,CREGION,South,[0.32960324 0.67039676],0.03383093034304638
191,INSTN_LGECRP_W92,CREGION,West,[0.27738585 0.72261415],0.026871410461324456
192,FP_AUTH_W92,CREGION,Midwest,[0.52907814 0.47092186],0.036866350177389415
193,FP_AUTH_W92,CREGION,Northeast,[0.49413701 0.50586299],0.02483561571168336
194,FP_AUTH_W92,CREGION,South,[0.50100399 0.49899601],0.030104920425490955
195,FP_AUTH_W92,CREGION,West,[0.46667247 0.53332753],0.03376749374485215
196,INSTN_BNKS_W92,CREGION,Midwest,[0.49420969 0.50579031],0.030591578881687276
197,INSTN_BNKS_W92,CREGION,Northeast,[0.48967718 0.51032282],0.03261792438864521
198,INSTN_BNKS_W92,CREGION,South,[0.53149579 0.46850421],0.028912308606627093
199,INSTN_BNKS_W92,CREGION,West,[0.46858551 0.53141449],0.03377157467092033
200,CNTRYFAIR_W92,CREGION,Midwest,[0.44111041 0.55888959],0.016920213089151537
