,qkey,attribute,group,D_H,R_H
77,RQ1_F1A_W42,Overall,Overall,[0.68805825 0.06598835 0.2459534 ],0.006247366400381629
78,PQ3_F2Aa_W42,Overall,Overall,[0.70201977 0.29798023],0.011039288536500843
79,PAST_W42,Overall,Overall,[0.85206411 0.03803754 0.10989835],0.0007478743747102139
80,PQ5_F2B_W42,Overall,Overall,[0.10608038 0.26584113 0.4827764  0.14530209],0.034595569099930515
81,SCM4b_W42,Overall,Overall,[0.47751303 0.4292964  0.07637928 0.01681128],0.009426154387260554
82,RQ4_F1Ae_W42,Overall,Overall,[0.35318493 0.47566855 0.13810277 0.03304374],0.005920602197617997
83,Q7F1_W42,Overall,Overall,[0.57879901 0.07781134 0.34338965],0.010102327773119226
84,PQ3_F2Ac_W42,Overall,Overall,[0.26920113 0.73079887],0.014866548041063595
85,SCM5g_W42,Overall,Overall,[0.74621021 0.25378979],0.0328711759765924
86,POP2_W42,Overall,Overall,[0.11082026 0.32745908 0.38778109 0.17393957],0.009153725141270209
87,RQ8_F1C_W42,Overall,Overall,[0.07718542 0.38208365 0.41297695 0.12775397],0.018486340544394637
88,RQ8_F1B_W42,Overall,Overall,[0.1189888  0.39675713 0.36767997 0.1165741 ],0.014258346486964054
89,PQ3_F2Ab_W42,Overall,Overall,[0.5098491 0.4901509],0.00885456727888652
90,Q6F2_W42,Overall,Overall,[0.43905871 0.1756315  0.3853098 ],0.011537358431551755
91,PQ4_F2Bd_W42,Overall,Overall,[0.1736478  0.51683789 0.22335478 0.08615953],0.034326205379380435
92,PQ4_F2Aa_W42,Overall,Overall,[0.48805962 0.4251255  0.06546635 0.02134853],0.005892284544830872
93,PQ4_F2Cb_W42,Overall,Overall,[0.47743075 0.42187253 0.07737595 0.02332077],0.019051185910083753
94,PQ3_F2Cd_W42,Overall,Overall,[0.64791082 0.35208918],0.0068322225267136135
95,Q6F1_W42,Overall,Overall,[0.52246441 0.10439769 0.3731379 ],0.007312640167527987
96,SCM5i_W42,Overall,Overall,[0.44323821 0.55676179],0.04014822010865423
97,RQ3_F1Cc_W42,Overall,Overall,[0.160124 0.839876],0.010072402173801561
98,PQ3_F2Bd_W42,Overall,Overall,[0.81123977 0.18876023],0.0077188244120063604
99,POP1_W42,Overall,Overall,[0.55052923 0.44947077],0.019533071982675735
100,POLICY1_W42,Overall,Overall,[0.60684774 0.39315226],0.012234316180228579
101,FUTURE_W42,Overall,Overall,[0.82892548 0.06351931 0.10755521],0.004843674048962973
102,CONFd_F2_W42,Overall,Overall,[0.355433   0.51095203 0.10987165 0.02374332],0.0038246334749242375
103,CONFe_W42,Overall,Overall,[0.12675965 0.44609588 0.30207078 0.12507369],0.0034661382820814156
104,RQ6_F1A_W42,Overall,Overall,[0.57381462 0.42618538],0.011488946700954667
105,PQ4_F2Ba_W42,Overall,Overall,[0.39741602 0.48183943 0.09070491 0.03003964],0.025153233501178967
106,RQ4_F1Cb_W42,Overall,Overall,[0.24201696 0.57110065 0.15020494 0.03667746],0.01832668964942767
107,PQ7_F2B_W42,Overall,Overall,[0.74575824 0.25424176],0.037682535799906845
108,PQ3_F2Ad_W42,Overall,Overall,[0.75248795 0.24751205],0.01556360118012671
109,PQ4_F2Ae_W42,Overall,Overall,[0.57098249 0.33775343 0.07281537 0.01844872],0.008479862749725576
110,RQ4_F1Bb_W42,Overall,Overall,[0.35541227 0.46062796 0.15355293 0.03040685],0.017051514166888427
111,PQ3_F2Ba_W42,Overall,Overall,[0.24585903 0.75414097],0.015171567388884324
112,PQ2_F2C_W42,Overall,Overall,[0.24730476 0.64596936 0.10672588],0.0006204931788557902
113,RQ2_F1B_W42,Overall,Overall,[0.15994966 0.65182961 0.18822073],0.0025886731642718107
114,PQ3_F2Bb_W42,Overall,Overall,[0.44535409 0.55464591],0.010086254337028047
115,SCM5e_W42,Overall,Overall,[0.32932582 0.67067418],0.035600733676773626
116,PQ6_F2C_W42,Overall,Overall,[0.77209534 0.22790466],0.025362765552845407
117,CONFg_W42,Overall,Overall,[0.06055829 0.40467489 0.42914096 0.10562586],0.0029686994322378583
118,Q8F1_W42,Overall,Overall,[0.22921761 0.28104785 0.48973454],0.011326545301704228
119,POLICY2_W42,Overall,Overall,[0.55104383 0.44895617],0.01241007762975828
120,RQ4_F1Ac_W42,Overall,Overall,[0.13425589 0.48115864 0.29890515 0.08568032],0.007797886756061489
121,RQ3_F1Ac_W42,Overall,Overall,[0.22177616 0.77822384],0.010920573712247913
122,RQ3_F1Cb_W42,Overall,Overall,[0.4554668 0.5445332],0.0075976129037592195
123,RQ7_F1B_W42,Overall,Overall,[0.67191527 0.32808473],0.029218823905808277
124,RQ3_F1Aa_W42,Overall,Overall,[0.32623705 0.67376295],0.008498310260889085
125,RQ3_F1Bb_W42,Overall,Overall,[0.51634358 0.48365642],0.011700327166223486
126,PQ8_F2B_W42,Overall,Overall,[0.11268935 0.4526752  0.33024745 0.104388  ],0.034768266723550045
127,RQ4_F1Cd_W42,Overall,Overall,[0.12074797 0.50252277 0.28249623 0.09423302],0.02172549670655847
128,PQ4_F2Cc_W42,Overall,Overall,[0.18282774 0.51793638 0.21707606 0.08215982],0.037632819148866285
0,PQ4_F2Be_W42,CREGION,Midwest,[0.38191227 0.46563267 0.12408505 0.02837   ],0.04512789056262153
1,PQ4_F2Be_W42,CREGION,Northeast,[0.50696684 0.35717357 0.08184508 0.05401451],0.029632185729768317
2,PQ4_F2Be_W42,CREGION,South,[0.42749781 0.43759871 0.0992763  0.03562718],0.014781879288898158
3,PQ4_F2Be_W42,CREGION,West,[0.45468887 0.40760293 0.09669344 0.04101476],0.021675363164570097
4,PQ6_F2B_W42,CREGION,Midwest,[0.67472612 0.32527388],0.04976616958253388
5,PQ6_F2B_W42,CREGION,Northeast,[0.63341864 0.36658136],0.0403785250283451
6,PQ6_F2B_W42,CREGION,South,[0.62624693 0.37375307],0.01956947755891838
7,PQ6_F2B_W42,CREGION,West,[0.62076332 0.37923668],0.026232498668602687
8,PQ4_F2Cd_W42,CREGION,Midwest,[0.17213048 0.54689498 0.20774617 0.07322836],0.04112816646388264
9,PQ4_F2Cd_W42,CREGION,Northeast,[0.22107526 0.50064641 0.1960529  0.08222543],0.04979384386605589
10,PQ4_F2Cd_W42,CREGION,South,[0.22110643 0.52569625 0.19516688 0.05803043],0.036931515674695124
11,PQ4_F2Cd_W42,CREGION,West,[0.15526859 0.48971756 0.27734966 0.07766419],0.04764183378025509
12,PQ4_F2Ad_W42,CREGION,Midwest,[0.12241147 0.5544181  0.24615099 0.07701944],0.01769360960645789
13,PQ4_F2Ad_W42,CREGION,Northeast,[0.16674137 0.53246536 0.1995738  0.10121947],0.03084962988964495
14,PQ4_F2Ad_W42,CREGION,South,[0.18627263 0.50341093 0.22361079 0.08670566],0.01076579016508649
15,PQ4_F2Ad_W42,CREGION,West,[0.11568065 0.46404027 0.32021912 0.10005996],0.023643144219954428
16,RQ4_F1Ad_W42,CREGION,Midwest,[0.14015975 0.53313211 0.25421552 0.07249261],0.0036036287472195516
17,RQ4_F1Ad_W42,CREGION,Northeast,[0.16049923 0.4991271  0.25601415 0.08435952],0.01209449844646209
18,RQ4_F1Ad_W42,CREGION,South,[0.15319289 0.51238351 0.27336589 0.06105771],0.01857040998823607
19,RQ4_F1Ad_W42,CREGION,West,[0.13462475 0.47744015 0.31389069 0.0740444 ],0.0075749634869691955
20,RQ4_F1Be_W42,CREGION,Midwest,[0.36186014 0.45396567 0.1399756  0.04419858],0.01325504537683008
21,RQ4_F1Be_W42,CREGION,Northeast,[0.43988707 0.38829082 0.12489371 0.0469284 ],0.016708828389056105
22,RQ4_F1Be_W42,CREGION,South,[0.37150392 0.44200084 0.14583831 0.04065693],0.020342717609994822
23,RQ4_F1Be_W42,CREGION,West,[0.37558197 0.46180635 0.12403204 0.03857964],0.00931145320044552
24,PQ2_F2B_W42,CREGION,Midwest,[0.08280963 0.66404017 0.2531502 ],0.001116660337421139
25,PQ2_F2B_W42,CREGION,Northeast,[0.18147748 0.57824687 0.24027565],0.008617206733615802
26,PQ2_F2B_W42,CREGION,South,[0.10040077 0.63463295 0.26496628],0.0005889062298147353
27,PQ2_F2B_W42,CREGION,West,[0.13134582 0.61812784 0.25052634],0.0024333291165284142
28,SCM5j_W42,CREGION,Midwest,[0.43231251 0.56768749],0.04180467310245491
29,SCM5j_W42,CREGION,Northeast,[0.4275726 0.5724274],0.0542641837177278
30,SCM5j_W42,CREGION,South,[0.49209129 0.50790871],0.03155542605624137
31,SCM5j_W42,CREGION,West,[0.41912225 0.58087775],0.03741229622963487
32,PQ7_F2A_W42,CREGION,Midwest,[0.76959868 0.23040132],0.023266043187483723
33,PQ7_F2A_W42,CREGION,Northeast,[0.75125487 0.24874513],0.03381462602718416
34,PQ7_F2A_W42,CREGION,South,[0.71601638 0.28398362],0.011709224515455065
35,PQ7_F2A_W42,CREGION,West,[0.73964979 0.26035021],0.016125558502240032
36,RQ3_F1Bc_W42,CREGION,Midwest,[0.16254064 0.83745936],0.0172787556416244
37,RQ3_F1Bc_W42,CREGION,Northeast,[0.13482227 0.86517773],0.014776405159695905
38,RQ3_F1Bc_W42,CREGION,South,[0.17065564 0.82934436],0.019914033694985487
39,RQ3_F1Bc_W42,CREGION,West,[0.242219 0.757781],0.011764346345423811
40,PQ4_F2Ca_W42,CREGION,Midwest,[0.52539769 0.39844008 0.04799006 0.02817217],0.011277647517657623
41,PQ4_F2Ca_W42,CREGION,Northeast,[0.56466217 0.33137884 0.05978307 0.04417593],0.02414940609636316
42,PQ4_F2Ca_W42,CREGION,South,[0.57402179 0.37039471 0.04420631 0.01137718],0.02259948065496652
43,PQ4_F2Ca_W42,CREGION,West,[0.51509868 0.38729664 0.06941256 0.02819211],0.010900440427631592
44,RQ4_F1Aa_W42,CREGION,Midwest,[0.41894693 0.50951862 0.0533343  0.01820014],0.0017279376117538287
45,RQ4_F1Aa_W42,CREGION,Northeast,[0.46593922 0.44993672 0.07800246 0.0061216 ],0.006184721443763417
46,RQ4_F1Aa_W42,CREGION,South,[0.42090475 0.46855337 0.08923308 0.02130881],0.011708075710740598
47,RQ4_F1Aa_W42,CREGION,West,[0.42294529 0.46571758 0.09625432 0.0150828 ],0.0024250806049802747
48,POP3_W42,CREGION,Midwest,[0.30623004 0.69376996],0.021020487420116522
49,POP3_W42,CREGION,Northeast,[0.30437842 0.69562158],0.031469088101270054
50,POP3_W42,CREGION,South,[0.2929428 0.7070572],0.020329938465108176
51,POP3_W42,CREGION,West,[0.31120707 0.68879293],0.0152540008618793
52,RQ8_F1A_W42,CREGION,Midwest,[0.13059871 0.41797185 0.36486647 0.08656297],0.008060231357837302
53,RQ8_F1A_W42,CREGION,Northeast,[0.14863496 0.4261908  0.3609327  0.06424153],0.015850150674018657
54,RQ8_F1A_W42,CREGION,South,[0.12422133 0.42149767 0.395773   0.058508  ],0.012059002486702192
55,RQ8_F1A_W42,CREGION,West,[0.12303633 0.38686233 0.41717936 0.07292197],0.001761483432237321
56,SCM2_W42,CREGION,Midwest,[0.64540829 0.35459171],0.010473864117027871
57,SCM2_W42,CREGION,Northeast,[0.6466622 0.3533378],0.02843570986123948
58,SCM2_W42,CREGION,South,[0.62217683 0.37782317],0.013311228530073103
59,SCM2_W42,CREGION,West,[0.66315111 0.33684889],0.013819244076308055
60,PQ2_F2A_W42,CREGION,Midwest,[0.4766682  0.47978786 0.04354394],0.0
61,PQ2_F2A_W42,CREGION,Northeast,[0.50135847 0.42869095 0.06995059],0.015196483309253018
62,PQ2_F2A_W42,CREGION,South,[0.43240481 0.50328085 0.06431434],0.0035055799787464177
63,PQ2_F2A_W42,CREGION,West,[0.44494655 0.49122915 0.0638243 ],0.0
64,PQ4_F2Bc_W42,CREGION,Midwest,[0.10924561 0.5540833  0.25009681 0.08657427],0.0480849486015126
65,PQ4_F2Bc_W42,CREGION,Northeast,[0.17598386 0.53571856 0.17717194 0.11112563],0.05015671246149183
66,PQ4_F2Bc_W42,CREGION,South,[0.14425161 0.4978315  0.22402584 0.13389105],0.025018105338233315
67,PQ4_F2Bc_W42,CREGION,West,[0.13704844 0.44329817 0.32280444 0.09684894],0.024287897009907865
68,PQ1_F2C_W42,CREGION,Midwest,[0.55830702 0.07195738 0.36973559],0.0004363359518243644
69,PQ1_F2C_W42,CREGION,Northeast,[0.65403817 0.05162374 0.29433808],0.011123027189698789
70,PQ1_F2C_W42,CREGION,South,[0.63349646 0.08463227 0.28187127],0.004605133596793463
71,PQ1_F2C_W42,CREGION,West,[0.56390109 0.06718971 0.36890919],0.0
72,RQ3_F1Ba_W42,CREGION,Midwest,[0.22574087 0.77425913],0.015376689131806122
73,RQ3_F1Ba_W42,CREGION,Northeast,[0.2526986 0.7473014],0.013785059471285633
74,RQ3_F1Ba_W42,CREGION,South,[0.27185394 0.72814606],0.008647546018985021
75,RQ3_F1Ba_W42,CREGION,West,[0.26555486 0.73444514],0.023143055714554134
76,Q9F2_W42,CREGION,Midwest,[0.08339746 0.63944628 0.27715625],0.0022201543254242715
77,Q9F2_W42,CREGION,Northeast,[0.13075419 0.59555957 0.27368624],0.012799312629279622
78,Q9F2_W42,CREGION,South,[0.11820637 0.56944716 0.31234647],0.006148339933768084
79,Q9F2_W42,CREGION,West,[0.0733848  0.70623863 0.22037657],0.012726225182225869
80,CONFd_F1_W42,CREGION,Midwest,[0.35057129 0.53178059 0.09186793 0.02578019],0.0
81,CONFd_F1_W42,CREGION,Northeast,[0.3817502  0.50175371 0.08442268 0.03207342],0.0025274221841681322
82,CONFd_F1_W42,CREGION,South,[0.3418514  0.53076803 0.11111071 0.01626985],0.0009475522803096872
83,CONFd_F1_W42,CREGION,West,[0.32126526 0.52131974 0.127599   0.029816  ],0.0027532093754721347
84,PQ3_F2Cb_W42,CREGION,Midwest,[0.48477261 0.51522739],0.007120925680909691
85,PQ3_F2Cb_W42,CREGION,Northeast,[0.42834557 0.57165443],0.020091356126305103
86,PQ3_F2Cb_W42,CREGION,South,[0.46890823 0.53109177],0.011121027504189017
87,PQ3_F2Cb_W42,CREGION,West,[0.39100464 0.60899536],0.017940714333353328
88,SCM5d_W42,CREGION,Midwest,[0.29606302 0.70393698],0.030827630091228478
89,SCM5d_W42,CREGION,Northeast,[0.23889291 0.76110709],0.038957623489019794
90,SCM5d_W42,CREGION,South,[0.28787285 0.71212715],0.02416424695117353
91,SCM5d_W42,CREGION,West,[0.23728619 0.76271381],0.025541172577578566
92,PQ3_F2Ca_W42,CREGION,Midwest,[0.41366428 0.58633572],0.0003603624624681036
93,PQ3_F2Ca_W42,CREGION,Northeast,[0.47610045 0.52389955],0.0077018365887703295
94,PQ3_F2Ca_W42,CREGION,South,[0.47123113 0.52876887],0.009889848044612922
95,PQ3_F2Ca_W42,CREGION,West,[0.50071973 0.49928027],0.006169946343599269
96,RQ3_F1Cd_W42,CREGION,Midwest,[0.81822995 0.18177005],0.0022348511891590634
97,RQ3_F1Cd_W42,CREGION,Northeast,[0.83143158 0.16856842],0.006288788816279794
98,RQ3_F1Cd_W42,CREGION,South,[0.75581217 0.24418783],0.007945186804763152
99,RQ3_F1Cd_W42,CREGION,West,[0.82805769 0.17194231],0.010174795681262326
100,RQ4_F1Bd_W42,CREGION,Midwest,[0.15057373 0.52459948 0.22916741 0.09565938],0.014782995073380814
101,RQ4_F1Bd_W42,CREGION,Northeast,[0.19505088 0.52390597 0.19032714 0.09071601],0.016140502252398558
102,RQ4_F1Bd_W42,CREGION,South,[0.17715785 0.48948992 0.27127667 0.06207556],0.0316330702751245
103,RQ4_F1Bd_W42,CREGION,West,[0.18724269 0.49265843 0.25420343 0.06589546],0.01466106774016541
104,PQ4_F2Bb_W42,CREGION,Midwest,[0.30408108 0.54188211 0.1307463  0.02329051],0.03475650319863257
105,PQ4_F2Bb_W42,CREGION,Northeast,[0.43042893 0.47206945 0.06019172 0.03730991],0.037451717409878224
106,PQ4_F2Bb_W42,CREGION,South,[0.3436188  0.50735018 0.11614385 0.03288718],0.013732884998731834
107,PQ4_F2Bb_W42,CREGION,West,[0.37808907 0.4580042  0.12830656 0.03560017],0.020971105150638946
108,RQ3_F1Ab_W42,CREGION,Midwest,[0.50045908 0.49954092],0.004750720448672003
109,RQ3_F1Ab_W42,CREGION,Northeast,[0.45112932 0.54887068],0.025580415903895627
110,RQ3_F1Ab_W42,CREGION,South,[0.50514926 0.49485074],0.0078067011414699105
111,RQ3_F1Ab_W42,CREGION,West,[0.54910959 0.45089041],0.018903486064239278
112,Q7F2_W42,CREGION,Midwest,[0.68393451 0.05849318 0.25757231],0.017792452566164598
113,Q7F2_W42,CREGION,Northeast,[0.72862904 0.04656665 0.2248043 ],0.022969409662751124
114,Q7F2_W42,CREGION,South,[0.65162997 0.1010095  0.24736053],0.013542265404563904
115,Q7F2_W42,CREGION,West,[0.72890805 0.06814151 0.20295044],0.008761509705636794
116,PQ1_F2B_W42,CREGION,Midwest,[0.55435033 0.12902274 0.31662693],0.015029767561715965
117,PQ1_F2B_W42,CREGION,Northeast,[0.65426194 0.0816983  0.26403977],0.007731151959597761
118,PQ1_F2B_W42,CREGION,South,[0.61213259 0.10995045 0.27791696],0.0007829958295645075
119,PQ1_F2B_W42,CREGION,West,[0.60904494 0.10951018 0.28144488],0.002670197526322978
120,SCM5b_W42,CREGION,Midwest,[0.5402187 0.4597813],0.04307618057477536
121,SCM5b_W42,CREGION,Northeast,[0.57762447 0.42237553],0.049553030864534976
122,SCM5b_W42,CREGION,South,[0.56955303 0.43044697],0.02550254311846197
123,SCM5b_W42,CREGION,West,[0.52918201 0.47081799],0.030032770777979653
124,RQ1_F1B_W42,CREGION,Midwest,[0.52238402 0.16334258 0.31427341],0.006762986120291485
125,RQ1_F1B_W42,CREGION,Northeast,[0.59448057 0.1042082  0.30131123],0.004029042643215047
126,RQ1_F1B_W42,CREGION,South,[0.55993096 0.13724675 0.30282229],0.009239353681534323
127,RQ1_F1B_W42,CREGION,West,[0.60872294 0.15227468 0.23900239],0.003734611763147622
128,RQ6_F1B_W42,CREGION,Midwest,[0.57299636 0.42700364],0.004485752613549528
129,RQ6_F1B_W42,CREGION,Northeast,[0.63577373 0.36422627],0.012131570301271032
130,RQ6_F1B_W42,CREGION,South,[0.58530081 0.41469919],0.02086842248441272
131,RQ6_F1B_W42,CREGION,West,[0.4976336 0.5023664],0.015135914963557493
132,RQ7_F1A_W42,CREGION,Midwest,[0.65132849 0.34867151],0.023904577158824093
133,RQ7_F1A_W42,CREGION,Northeast,[0.66233207 0.33766793],0.044044180090538024
134,RQ7_F1A_W42,CREGION,South,[0.70088627 0.29911373],0.03009062468966073
135,RQ7_F1A_W42,CREGION,West,[0.71176142 0.28823858],0.03276326563671569
136,RQ2_F1C_W42,CREGION,Midwest,[0.08350991 0.63621528 0.28027481],0.0011687554145180389
137,RQ2_F1C_W42,CREGION,Northeast,[0.08584465 0.64147956 0.2726758 ],0.0
138,RQ2_F1C_W42,CREGION,South,[0.12167186 0.6321566  0.24617155],0.005481232303667649
139,RQ2_F1C_W42,CREGION,West,[0.10699363 0.63750931 0.25549706],0.002589735989831206
140,RQ6_F1C_W42,CREGION,Midwest,[0.54224671 0.45775329],0.020802355783611667
141,RQ6_F1C_W42,CREGION,Northeast,[0.609516 0.390484],0.009429434844737648
142,RQ6_F1C_W42,CREGION,South,[0.59741093 0.40258907],0.022023972146202914
143,RQ6_F1C_W42,CREGION,West,[0.47572611 0.52427389],0.014528259211987884
144,RQ4_F1Ba_W42,CREGION,Midwest,[0.38255593 0.49291541 0.10152063 0.02300802],0.008382052249767992
145,RQ4_F1Ba_W42,CREGION,Northeast,[0.4617483  0.38206111 0.135448   0.02074259],0.016708828389056105
146,RQ4_F1Ba_W42,CREGION,South,[0.39414432 0.4965532  0.09224345 0.01705903],0.024747099516977338
147,RQ4_F1Ba_W42,CREGION,West,[0.42621957 0.4370547  0.10286077 0.03386496],0.02073711378521565
148,PQ5_F2A_W42,CREGION,Midwest,[0.08749908 0.39834209 0.46127472 0.05288411],0.009596639786108222
