,qkey,attribute,group,D_H,R_H
55,EAT2_W34,Overall,Overall,[0.11343024 0.2884204  0.29861729 0.26510713 0.03442494],0.006706668430976187
56,MED3_W34,Overall,Overall,[0.11905602 0.55967968 0.3212643 ],0.007488431748634223
57,MED4B_W34,Overall,Overall,[0.72722091 0.27277909],0.01594440941382267
58,FUD32_W34,Overall,Overall,[0.28848784 0.58155043 0.12996174],0.0036153300403991995
59,BIOTECHB_W34,Overall,Overall,[0.32361524 0.67638476],0.01335388432813295
60,EAT3E_W34,Overall,Overall,[0.75705322 0.24294678],0.0
61,SCI4_W34,Overall,Overall,[0.57427463 0.42572537],0.01592397640507219
62,SCI1_W34,Overall,Overall,[0.90416773 0.09583227],0.0061305362180085685
63,EVOBIOB_W34,Overall,Overall,[0.60129327 0.39870673],0.09225501249064201
64,BIOTECHE_W34,Overall,Overall,[0.21504346 0.78495654],0.013072106585839124
65,MED2F_W34,Overall,Overall,[0.58891233 0.3655047  0.04558297],0.004882674377252753
66,MED2C_W34,Overall,Overall,[0.44578808 0.46288034 0.09133158],0.0076941524166671705
0,MED4A_W34,CREGION,Midwest,[0.19271927 0.80728073],0.008121358545284382
1,MED4A_W34,CREGION,Northeast,[0.20551751 0.79448249],0.02169655001827831
2,MED4A_W34,CREGION,South,[0.16824707 0.83175293],0.014295844065124214
3,MED4A_W34,CREGION,West,[0.20583435 0.79416565],0.012639957319315016
4,EAT3J_W34,CREGION,Midwest,[0.87901847 0.12098153],0.0
5,EAT3J_W34,CREGION,Northeast,[0.90638256 0.09361744],0.0
6,EAT3J_W34,CREGION,South,[0.8693485 0.1306515],0.0
7,EAT3J_W34,CREGION,West,[0.89635146 0.10364854],0.0
8,EAT3G_W34,CREGION,Midwest,[0.65230424 0.34769576],0.0
9,EAT3G_W34,CREGION,Northeast,[0.68701815 0.31298185],0.0
10,EAT3G_W34,CREGION,South,[0.67450369 0.32549631],0.0
11,EAT3G_W34,CREGION,West,[0.6520228 0.3479772],0.0
12,MED2G_W34,CREGION,Midwest,[0.41907887 0.4498184  0.13110274],0.013861052825572862
13,MED2G_W34,CREGION,Northeast,[0.49257446 0.41212062 0.09530492],0.01795056678061556
14,MED2G_W34,CREGION,South,[0.501423   0.40076905 0.09780795],0.006190078902680569
15,MED2G_W34,CREGION,West,[0.54634171 0.35116013 0.10249816],0.0012825474218453013
16,MED6C_W34,CREGION,Midwest,[0.49447205 0.35495687 0.1154918  0.03507928],0.0034571927503360294
17,MED6C_W34,CREGION,Northeast,[0.43289539 0.38384968 0.1412549  0.04200003],0.014032760209809212
18,MED6C_W34,CREGION,South,[0.43748047 0.40590129 0.12466276 0.03195547],0.011853978938166893
19,MED6C_W34,CREGION,West,[0.48309295 0.38419334 0.10922841 0.02348529],0.006858355885906939
20,BIOTECHC_W34,CREGION,Midwest,[0.66010665 0.33989335],0.009945163472289792
21,BIOTECHC_W34,CREGION,Northeast,[0.66855302 0.33144698],0.013384875731151628
22,BIOTECHC_W34,CREGION,South,[0.7326821 0.2673179],0.009071074166680076
23,BIOTECHC_W34,CREGION,West,[0.73788348 0.26211652],0.026407813692025144
24,BIOTECHD_W34,CREGION,Midwest,[0.60057563 0.39942437],0.006545315343197757
25,BIOTECHD_W34,CREGION,Northeast,[0.6099765 0.3900235],0.03532989487613186
26,BIOTECHD_W34,CREGION,South,[0.55660965 0.44339035],0.016785083326288253
27,BIOTECHD_W34,CREGION,West,[0.57260265 0.42739735],0.014034240272299511
28,MED6D_W34,CREGION,Midwest,[0.62151118 0.27620537 0.06162135 0.04066211],0.005580507206448682
29,MED6D_W34,CREGION,Northeast,[0.57503865 0.31237088 0.08947539 0.02311508],0.01795143917528229
30,MED6D_W34,CREGION,South,[0.54848214 0.31731812 0.09995082 0.03424893],0.012993329953542729
31,MED6D_W34,CREGION,West,[0.60289898 0.25985882 0.08735448 0.04988772],0.006490075072939196
32,EVOPERS3A_W34,CREGION,Midwest,[0.95365396 0.04634604 0.        ],0.5478474051932185
33,EVOPERS3A_W34,CREGION,Northeast,[0. 0. 1.],0.8097384733632503
34,EVOPERS3A_W34,CREGION,South,[0.64026966 0.35973034 0.        ],0.4678979961296477
35,EAT6_W34,CREGION,Midwest,[0.45277805 0.54722195],0.004549626923351999
36,EAT6_W34,CREGION,Northeast,[0.49809809 0.50190191],0.04101136774623428
37,EAT6_W34,CREGION,South,[0.54214056 0.45785944],0.019567949745032575
38,EAT6_W34,CREGION,West,[0.53742444 0.46257556],0.010625474003728397
39,SCI3C_W34,CREGION,Midwest,[0.82208807 0.17791193],0.030290594070363625
40,SCI3C_W34,CREGION,Northeast,[0.77283657 0.22716343],0.011393555433309914
41,SCI3C_W34,CREGION,South,[0.78248914 0.21751086],0.0025142332940576214
42,SCI3C_W34,CREGION,West,[0.86239893 0.13760107],0.010548932154193396
43,EAT1_W34,CREGION,Midwest,[0.12694101 0.35604559 0.32041432 0.15923951 0.03735957],0.0
44,EAT1_W34,CREGION,Northeast,[0.1265376  0.4080203  0.28364267 0.14041612 0.04138332],0.012954846485085235
45,EAT1_W34,CREGION,South,[0.10665363 0.36421321 0.33765517 0.16308889 0.0283891 ],0.005137364133563581
46,EAT1_W34,CREGION,West,[0.11161783 0.37405897 0.33956219 0.15266435 0.02209667],0.0023375169072932865
47,FUD37A_W34,CREGION,Midwest,[0.20645144 0.38995495 0.33920554 0.06438808],0.005351144329487154
48,FUD37A_W34,CREGION,Northeast,[0.25357934 0.37277942 0.32693732 0.04670392],0.019559602443173157
49,FUD37A_W34,CREGION,South,[0.24652802 0.37157487 0.31218049 0.06971662],0.01121201126292031
50,FUD37A_W34,CREGION,West,[0.30207363 0.39965827 0.24324872 0.05501938],0.0024652692086789838
51,MED4C_W34,CREGION,Midwest,[0.60433261 0.39566739],0.008155057035513717
52,MED4C_W34,CREGION,Northeast,[0.6288954 0.3711046],0.034687696537831124
53,MED4C_W34,CREGION,South,[0.59079686 0.40920314],0.02025240835581656
54,MED4C_W34,CREGION,West,[0.62320911 0.37679089],0.02293553685881549
55,SCI3A_W34,CREGION,Midwest,[0.77244746 0.22755254],0.012849687748086999
56,SCI3A_W34,CREGION,Northeast,[0.78513414 0.21486586],0.016166490869800536
57,SCI3A_W34,CREGION,South,[0.7505475 0.2494525],0.008493715887550731
58,SCI3A_W34,CREGION,West,[0.82176379 0.17823621],0.015828427575349458
59,MED6A_W34,CREGION,Midwest,[0.56983731 0.29550325 0.1086696  0.02598984],0.011184025201536139
60,MED6A_W34,CREGION,Northeast,[0.54258273 0.30852516 0.10967428 0.03921783],0.011224563993548242
61,MED6A_W34,CREGION,South,[0.52997038 0.34745485 0.08815267 0.0344221 ],0.013466827469036031
62,MED6A_W34,CREGION,West,[0.5723282  0.3159464  0.07291345 0.03881196],0.0070143031390351935
63,G1_W34,CREGION,Midwest,[0.42683765 0.57316235],0.34751548137460464
64,G1_W34,CREGION,Northeast,[0.3895623 0.6104377],0.2992234707549576
65,G1_W34,CREGION,South,[0.38991404 0.61008596],0.3619498450657415
66,G1_W34,CREGION,West,[0.37280106 0.62719894],0.3485482367773616
67,MED6B_W34,CREGION,Midwest,[0.14878637 0.4945364  0.29449141 0.06218582],0.008431956726236518
68,MED6B_W34,CREGION,Northeast,[0.18790282 0.49087351 0.23130828 0.0899154 ],0.022779088943397186
69,MED6B_W34,CREGION,South,[0.12862956 0.48353803 0.30736673 0.08046568],0.018342291859819348
70,MED6B_W34,CREGION,West,[0.2068327  0.49497507 0.22490812 0.07328411],0.013032879723088494
71,MED6E_W34,CREGION,Midwest,[0.18057632 0.41241295 0.31531224 0.09169849],0.0047090291644581
72,MED6E_W34,CREGION,Northeast,[0.19542168 0.46557402 0.25564024 0.08336406],0.02559177161905582
73,MED6E_W34,CREGION,South,[0.14924966 0.43955376 0.32681155 0.08438503],0.013461082499532115
74,MED6E_W34,CREGION,West,[0.24507134 0.40512803 0.28160119 0.06819945],0.014888943282497602
75,EAT5D_W34,CREGION,Midwest,[0.23059868 0.53529018 0.20233903 0.03177211],0.0009327039430468943
76,EAT5D_W34,CREGION,Northeast,[0.25566706 0.53644053 0.1694403  0.0384521 ],0.011224563993548242
77,EAT5D_W34,CREGION,South,[0.27713206 0.52805037 0.16563778 0.02917979],0.0035096167649496875
78,EAT5D_W34,CREGION,West,[0.27338866 0.49918841 0.17933872 0.04808422],0.0063840742286334325
79,EAT5B_W34,CREGION,Midwest,[0.24829835 0.5337955  0.1594408  0.05846535],0.0
80,EAT5B_W34,CREGION,Northeast,[0.34547595 0.48110772 0.14010214 0.03331419],0.011224563993548244
81,EAT5B_W34,CREGION,South,[0.337333   0.46915903 0.15988436 0.03362362],0.0015141455384824216
82,EAT5B_W34,CREGION,West,[0.34720722 0.44059084 0.17856718 0.03363476],0.00903839001533999
83,EVOONE_W34,CREGION,Midwest,[0.62014841 0.37985159],0.01117205518212359
84,EVOONE_W34,CREGION,Northeast,[0.72878579 0.27121421],0.009821385485414067
85,EVOONE_W34,CREGION,South,[0.6822946 0.3177054],0.041197316645324986
86,EVOONE_W34,CREGION,West,[0.74610807 0.25389193],0.025350994619458705
87,BIOTECHA_W34,CREGION,Midwest,[0.44556633 0.55443367],0.010444585799113497
88,BIOTECHA_W34,CREGION,Northeast,[0.47698705 0.52301295],0.02991388322415193
89,BIOTECHA_W34,CREGION,South,[0.42120661 0.57879339],0.017917524324958453
90,BIOTECHA_W34,CREGION,West,[0.44384737 0.55615263],0.015539554870591023
91,FUD37C_W34,CREGION,Midwest,[0.20097304 0.3457404  0.37488986 0.0783967 ],0.00748959761965583
92,FUD37C_W34,CREGION,Northeast,[0.2448697  0.30587759 0.39422024 0.05503247],0.023704282702580903
93,FUD37C_W34,CREGION,South,[0.20601565 0.38799584 0.35215558 0.05383293],0.017024325230327177
94,FUD37C_W34,CREGION,West,[0.23191489 0.35186274 0.35589032 0.06033205],0.004573114790409401
95,MED5_W34,CREGION,Midwest,[0.0381445  0.31909801 0.4313682  0.21138928],0.0
96,MED5_W34,CREGION,Northeast,[0.0842637  0.25305674 0.5174149  0.14526466],0.018927694323053374
97,MED5_W34,CREGION,South,[0.08116166 0.31246064 0.43548417 0.17089353],0.015503419915435364
98,MED5_W34,CREGION,West,[0.0861958  0.27043569 0.47087071 0.17249781],0.01886584246558713
99,EAT3H_W34,CREGION,Midwest,[0.71977217 0.28022783],0.0
100,EAT3H_W34,CREGION,Northeast,[0.72675779 0.27324221],0.0
101,EAT3H_W34,CREGION,South,[0.72656468 0.27343532],0.0
102,EAT3H_W34,CREGION,West,[0.71141554 0.28858446],0.0
103,SCI3B_W34,CREGION,Midwest,[0.80425781 0.19574219],0.013428804972009031
104,SCI3B_W34,CREGION,Northeast,[0.78816581 0.21183419],0.010850115774783432
105,SCI3B_W34,CREGION,South,[0.80259227 0.19740773],0.011111070691670015
106,SCI3B_W34,CREGION,West,[0.83099184 0.16900816],0.005532986691233611
107,SCI5_W34,CREGION,Midwest,[0.47302543 0.52697457],0.01068556123146003
108,SCI5_W34,CREGION,Northeast,[0.45392151 0.54607849],0.034522189826554424
109,SCI5_W34,CREGION,South,[0.48812331 0.51187669],0.021675494261771698
110,SCI5_W34,CREGION,West,[0.46827725 0.53172275],0.009998761342548424
111,FUD37D_W34,CREGION,Midwest,[0.28817943 0.45237563 0.2240784  0.03536654],0.004838277406760346
112,FUD37D_W34,CREGION,Northeast,[0.33083248 0.41749325 0.18868302 0.06299125],0.018795572440963804
113,FUD37D_W34,CREGION,South,[0.28520505 0.48045829 0.19664422 0.03769245],0.017894353651267403
114,FUD37D_W34,CREGION,West,[0.37970266 0.43083026 0.13930613 0.05016095],0.0031461087158554664
115,FUD33B_W34,CREGION,Midwest,[0.05217954 0.38194582 0.56587463],0.005056108639057372
116,FUD33B_W34,CREGION,Northeast,[0.06611139 0.31626157 0.61762704],0.044220593216467007
117,FUD33B_W34,CREGION,South,[0.05007347 0.36261181 0.58731472],0.03734120713104514
118,FUD33B_W34,CREGION,West,[0.01174488 0.36179715 0.62645797],0.08510754984244213
119,FUD33A_W34,CREGION,Midwest,[0.0318964  0.55275093 0.41535267],0.2176942564320578
120,FUD33A_W34,CREGION,Northeast,[0.02373831 0.56089694 0.41536475],0.26008360183931034
121,FUD33A_W34,CREGION,South,[0.07265956 0.58906396 0.33827647],0.3348932200824013
122,FUD33A_W34,CREGION,West,[0.07001732 0.48838756 0.44159513],0.22213283510466336
123,FUD22_W34,CREGION,Midwest,[0.08883281 0.27241107 0.4409294  0.19782672],0.010430821365497151
124,FUD22_W34,CREGION,Northeast,[0.07379545 0.37125188 0.37066937 0.18428329],0.011758046372385065
125,FUD22_W34,CREGION,South,[0.04037399 0.33654275 0.44652159 0.17656168],0.005174627128260889
126,FUD22_W34,CREGION,West,[0.08167125 0.30606046 0.44080406 0.17146423],0.0005341537393700009
127,EAT5A_W34,CREGION,Midwest,[0.30023757 0.50530319 0.15688325 0.03757599],0.0
128,EAT5A_W34,CREGION,Northeast,[0.27705561 0.51568278 0.17664449 0.03061712],0.011224563993548244
129,EAT5A_W34,CREGION,South,[0.34834386 0.47453787 0.15282671 0.02429156],0.0021054906145383007
130,EAT5A_W34,CREGION,West,[0.30713708 0.44956328 0.20198194 0.0413177 ],0.005769231715999008
131,SCI2B_W34,CREGION,Midwest,[0.89614982 0.10385018],0.006601562154973198
132,SCI2B_W34,CREGION,Northeast,[0.89698338 0.10301662],0.0037748534809326716
133,SCI2B_W34,CREGION,South,[0.90492174 0.09507826],0.009682452734482391
134,SCI2B_W34,CREGION,West,[0.92175141 0.07824859],0.010542761156482377
135,SCI2A_W34,CREGION,Midwest,[0.71094757 0.28905243],0.0076063786597042665
136,SCI2A_W34,CREGION,Northeast,[0.727886 0.272114],0.00508003656913319
137,SCI2A_W34,CREGION,South,[0.70259259 0.29740741],0.015411475405262892
138,SCI2A_W34,CREGION,West,[0.70307292 0.29692708],0.0006602042781382512
139,EAT5C_W34,CREGION,Midwest,[0.17362364 0.48972904 0.27076832 0.06587899],0.000825486960034711
140,EAT5C_W34,CREGION,Northeast,[0.24064074 0.49330853 0.21150806 0.05454267],0.01281105715357336
141,EAT5C_W34,CREGION,South,[0.21118131 0.49845536 0.24637621 0.04398711],0.0029245833743442376
142,EAT5C_W34,CREGION,West,[0.20549397 0.4526958  0.26763104 0.07417919],0.005584038720017119
143,SCI2C_W34,CREGION,Midwest,[0.8136982 0.1863018],0.009142281514255703
144,SCI2C_W34,CREGION,Northeast,[0.76763614 0.23236386],0.004088961443249252
145,SCI2C_W34,CREGION,South,[0.76611056 0.23388944],0.003985005430611647
146,SCI2C_W34,CREGION,West,[0.71305362 0.28694638],0.01055054645456349
147,EVOPERS3_W34,CREGION,Midwest,[0.3459684  0.47709786 0.17693375],0.022137748840997114
148,EVOPERS3_W34,CREGION,Northeast,[0.41130215 0.42031703 0.16838082],0.015687351335825633
149,EVOPERS3_W34,CREGION,South,[0.23618169 0.54906606 0.21475225],0.01776273044057479
150,EVOPERS3_W34,CREGION,West,[0.42323212 0.43844507 0.13832281],0.0038211789294057335
151,EAT3K_W34,CREGION,Midwest,[0.78183627 0.21816373],0.0
152,EAT3K_W34,CREGION,Northeast,[0.74478398 0.25521602],0.0
153,EAT3K_W34,CREGION,South,[0.77852571 0.22147429],0.0
154,EAT3K_W34,CREGION,West,[0.73147995 0.26852005],0.0
155,BIO15_W34,CREGION,Midwest,[0.67619915 0.32380085],0.0018896529510280158
156,BIO15_W34,CREGION,Northeast,[0.65092727 0.34907273],0.012588271297519826
157,BIO15_W34,CREGION,South,[0.63406543 0.36593457],0.0063253697021045455
158,BIO15_W34,CREGION,West,[0.6184418 0.3815582],0.002936284452521279
159,EAT3F_W34,CREGION,Midwest,[0.63887723 0.36112277],0.0
160,EAT3F_W34,CREGION,Northeast,[0.64527701 0.35472299],0.0
161,EAT3F_W34,CREGION,South,[0.61396018 0.38603982],0.0
162,EAT3F_W34,CREGION,West,[0.59167449 0.40832551],0.0
163,G2_W34,CREGION,Midwest,[0.19939051 0.80060949],0.22452418481063327
164,G2_W34,CREGION,Northeast,[0.17706151 0.82293849],0.19595225956670279
165,G2_W34,CREGION,South,[0.18522861 0.81477139],0.20669885626788834
166,G2_W34,CREGION,West,[0.15943212 0.84056788],0.18631656100327296
167,EAT3I_W34,CREGION,Midwest,[0.56350228 0.43649772],0.0
168,EAT3I_W34,CREGION,Northeast,[0.59346516 0.40653484],0.0
169,EAT3I_W34,CREGION,South,[0.5582813 0.4417187],0.0
170,EAT3I_W34,CREGION,West,[0.53844543 0.46155457],0.0
171,MED7_W34,CREGION,Midwest,[0.33596266 0.66403734],0.011917808971498875
172,MED7_W34,CREGION,Northeast,[0.3453986 0.6546014],0.02816783173484261
173,MED7_W34,CREGION,South,[0.32009311 0.67990689],0.02024139600717169
174,MED7_W34,CREGION,West,[0.36780373 0.63219627],0.01424792252625391
175,MED2D_W34,CREGION,Midwest,[0.83176144 0.12429542 0.04394314],0.0034571927503360294
176,MED2D_W34,CREGION,Northeast,[0.79378893 0.17217334 0.03403773],0.012590651632028979
177,MED2D_W34,CREGION,South,[0.86355435 0.11624486 0.02020079],0.001870772408894074
178,MED2D_W34,CREGION,West,[0.80166076 0.17239208 0.02594715],0.0009192480630026573
179,MED2A_W34,CREGION,Midwest,[0.44621437 0.43374111 0.12004452],0.010156498820475701
180,MED2A_W34,CREGION,Northeast,[0.44123558 0.43769837 0.12106605],0.011224563993548244
181,MED2A_W34,CREGION,South,[0.49107426 0.3828695  0.12605625],0.0030177845613608366
182,MED2A_W34,CREGION,West,[0.42641211 0.46624281 0.10734508],0.0010858390307209261
183,EVOTWO_W34,CREGION,Midwest,[0.7761784 0.2238216],0.0
184,EVOTWO_W34,CREGION,Northeast,[1. 0.],0.7706470185757986
185,EVOTWO_W34,CREGION,South,[0.07219624 0.92780376],0.5462132370246503
186,EVOTWO_W34,CREGION,West,[1. 0.],0.31172372329442527
187,MED2B_W34,CREGION,Midwest,[0.70151722 0.26474621 0.03373657],0.004412378392425477
188,MED2B_W34,CREGION,Northeast,[0.60922383 0.33377525 0.05700093],0.011224563993548244
189,MED2B_W34,CREGION,South,[0.68104908 0.28488347 0.03406745],0.0006900963856527346
190,MED2B_W34,CREGION,West,[0.72817404 0.25184005 0.01998591],0.007975808785014213
191,EVOTHREE_W34,CREGION,Midwest,[0.52100775 0.47899225],0.012678460122077795
192,EVOTHREE_W34,CREGION,Northeast,[0.67827451 0.32172549],0.021957870976721656
193,EVOTHREE_W34,CREGION,South,[0.57356357 0.42643643],0.00853306830894858
194,EVOTHREE_W34,CREGION,West,[0.63826959 0.36173041],0.06547663545423182
195,MED1_W34,CREGION,Midwest,[0.46244565 0.53755435],0.004079459423899487
196,MED1_W34,CREGION,Northeast,[0.5169257 0.4830743],0.030936745133167697
197,MED1_W34,CREGION,South,[0.48516023 0.51483977],0.012159856961277781
198,MED1_W34,CREGION,West,[0.49116803 0.50883197],0.0165670640605209
199,EVOBIOA_W34,CREGION,Midwest,[0.82495599 0.17504401],0.20911128618266478
200,EVOBIOA_W34,CREGION,Northeast,[0.83817206 0.16182794],0.2050653846357494
201,EVOBIOA_W34,CREGION,South,[0.75997174 0.24002826],0.19704911445020082
202,EVOBIOA_W34,CREGION,West,[0.83499701 0.16500299],0.16031936685776657
203,FUD37B_W34,CREGION,Midwest,[0.23578314 0.3321881  0.35019983 0.08182893],0.006966627967476759
204,FUD37B_W34,CREGION,Northeast,[0.22108032 0.35360009 0.36779551 0.05752408],0.026078225773601214
205,FUD37B_W34,CREGION,South,[0.25028986 0.40824808 0.2760975  0.06536457],0.015051468925733467
206,FUD37B_W34,CREGION,West,[0.24925096 0.30159419 0.36410943 0.08504543],0.005578469474510482
207,FUD35_W34,CREGION,Midwest,[0.19836025 0.38434526 0.3051446  0.11214989],0.00572586792150801
208,FUD35_W34,CREGION,Northeast,[0.1973257  0.39296357 0.30532255 0.10438818],0.011224563993548244
209,FUD35_W34,CREGION,South,[0.23159989 0.39988689 0.27074425 0.09776897],0.0009835347038797183
210,FUD35_W34,CREGION,West,[0.23091119 0.39319603 0.27230657 0.10358621],0.0017642460723589816
211,MED2E_W34,CREGION,Midwest,[0.45116078 0.42949743 0.11934178],0.01681220270905024
212,MED2E_W34,CREGION,Northeast,[0.43135375 0.4547145  0.11393175],0.019512719955902657
213,MED2E_W34,CREGION,South,[0.44045634 0.49180843 0.06773524],0.00725189109841387
214,MED2E_W34,CREGION,West,[0.38198956 0.53815209 0.07985835],0.0005386351325809796
215,FUD24_W34,CREGION,Midwest,[0.39830184 0.03517783 0.56652033],0.00644877429921995
216,FUD24_W34,CREGION,Northeast,[0.5162995  0.02446511 0.45923539],0.01979634332725536
217,FUD24_W34,CREGION,South,[0.43840299 0.02481973 0.53677727],0.011774684089425922
218,FUD24_W34,CREGION,West,[0.50467201 0.02157408 0.47375391],0.0005512701908416156
219,EAT2_W34,CREGION,Midwest,[0.08762712 0.29855926 0.31874677 0.25555743 0.03950943],0.0
220,EAT2_W34,CREGION,Northeast,[0.15576425 0.27704471 0.23979711 0.29405933 0.0333346 ],0.011224563993548244
221,EAT2_W34,CREGION,South,[0.12510868 0.27789136 0.31020679 0.25845141 0.02834177],0.008364506026306454
222,EAT2_W34,CREGION,West,[0.08705635 0.30436686 0.30517602 0.26306724 0.04033354],0.006698849783572476
223,MED3_W34,CREGION,Midwest,[0.14202959 0.53945279 0.31851762],0.0
224,MED3_W34,CREGION,Northeast,[0.10747888 0.57112477 0.32139635],0.013044074182654027
225,MED3_W34,CREGION,South,[0.09571962 0.5585451  0.34573528],0.008052918767567648
226,MED3_W34,CREGION,West,[0.14407906 0.57118928 0.28473166],0.009148020260623673
227,MED4B_W34,CREGION,Midwest,[0.75144579 0.24855421],0.009656387381571723
228,MED4B_W34,CREGION,Northeast,[0.73868643 0.26131357],0.025214510515564836
229,MED4B_W34,CREGION,South,[0.70764013 0.29235987],0.01974442142104437
230,MED4B_W34,CREGION,West,[0.7283104 0.2716896],0.008688991997687785
231,FUD32_W34,CREGION,Midwest,[0.30076644 0.57673975 0.12249382],0.003382417519403999
232,FUD32_W34,CREGION,Northeast,[0.27397222 0.62328691 0.10274087],0.011802667017594649
233,FUD32_W34,CREGION,South,[0.24559403 0.59524438 0.15916159],0.0008836486609931252
234,FUD32_W34,CREGION,West,[0.35633909 0.53379056 0.10987034],0.002166937179964944
235,BIOTECHB_W34,CREGION,Midwest,[0.32099585 0.67900415],0.009262912450747077
236,BIOTECHB_W34,CREGION,Northeast,[0.38291161 0.61708839],0.020731048806613032
237,BIOTECHB_W34,CREGION,South,[0.2844182 0.7155818],0.016714893740932674
238,BIOTECHB_W34,CREGION,West,[0.34473488 0.65526512],0.006237914084018016
239,EAT3E_W34,CREGION,Midwest,[0.80247019 0.19752981],0.0
